batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
RR,LSG,Kolkata,6.1,59,3,53,183
PBKS,KKR,Jaipur,6.2,52,9,69,143
RR,GT,Bangalore,3.7,34,6,59,152
KKR,PBKS,Hyderabad,1.3,12,5,34,147
RCB,RR,Chennai,7.2,46,6,62,144
LSG,KKR,Jaipur,15.1,147,10,67,179
CSK,SRH,Chennai,8.5,72,7,31,171
KKR,LSG,Chennai,9.0,66,3,71,156
MI,SRH,Kolkata,13.2,81,1,59,135
SRH,RCB,Mumbai,5.2,35,0,62,181
DC,LSG,Delhi,5.7,35,7,58,171
MI,KKR,Jaipur,8.7,75,5,73,184
PBKS,LSG,Chennai,4.4,29,0,45,157
CSK,LSG,Bangalore,8.8,68,9,54,136
PBKS,DC,Jaipur,3.9,36,6,70,185
GT,CSK,Delhi,10.0,97,6,44,175
SRH,LSG,Mumbai,17.2,169,0,34,190
GT,LSG,Ahmedabad,1.1,8,3,68,161
GT,DC,Hyderabad,15.2,129,5,40,169
KKR,LSG,Hyderabad,11.8,96,5,31,163
MI,GT,Delhi,8.9,66,3,41,175
GT,KKR,Hyderabad,15.6,111,2,54,152
PBKS,MI,Bangalore,15.3,151,5,34,196
GT,CSK,Jaipur,11.7,87,3,52,160
RR,KKR,Jaipur,7.6,48,7,41,148
DC,GT,Mumbai,18.3,166,2,64,180
CSK,DC,Ahmedabad,18.7,176,0,45,184
PBKS,LSG,Hyderabad,8.9,88,9,53,156
RR,CSK,Kolkata,10.6,81,2,78,161
CSK,KKR,Kolkata,9.7,90,4,38,190
DC,MI,Hyderabad,17.8,160,8,55,175
DC,LSG,Hyderabad,2.0,14,3,66,189
PBKS,DC,Hyderabad,7.8,53,0,79,150
SRH,LSG,Chennai,9.2,55,5,31,120
DC,SRH,Hyderabad,14.1,134,8,52,171
SRH,GT,Delhi,2.7,26,10,68,132
GT,RCB,Bangalore,1.4,8,1,44,165
RCB,MI,Bangalore,5.6,49,4,76,152
GT,KKR,Jaipur,12.1,90,8,70,149
LSG,SRH,Bangalore,7.4,50,7,39,144
RR,RCB,Hyderabad,17.2,162,8,41,183
KKR,LSG,Bangalore,16.8,155,0,40,185
KKR,RR,Chennai,4.2,38,2,36,161
KKR,DC,Mumbai,14.1,86,7,45,133
LSG,CSK,Chennai,7.4,52,8,53,154
KKR,RR,Kolkata,10.0,80,8,64,164
MI,RCB,Ahmedabad,3.1,26,6,56,190
LSG,MI,Mumbai,9.4,60,3,44,134
SRH,CSK,Mumbai,7.3,59,10,42,143
PBKS,DC,Jaipur,2.4,21,5,70,191
GT,SRH,Mumbai,2.9,19,0,62,182
RCB,RR,Chennai,18.7,156,10,33,166
GT,RR,Delhi,8.1,66,0,73,183
SRH,CSK,Bangalore,18.4,166,4,65,179
KKR,DC,Bangalore,18.9,119,0,43,128
DC,RR,Ahmedabad,17.2,165,4,38,184
CSK,KKR,Mumbai,9.3,61,6,46,141
RCB,DC,Mumbai,14.1,96,10,64,151
LSG,GT,Mumbai,13.4,97,9,41,159
DC,KKR,Mumbai,12.2,99,0,47,168
DC,MI,Delhi,13.8,118,3,76,173
KKR,LSG,Hyderabad,8.5,61,6,73,152
RCB,RR,Kolkata,7.9,76,0,30,186
GT,RCB,Bangalore,9.8,88,0,73,151
KKR,SRH,Hyderabad,4.3,33,9,53,180
KKR,SRH,Ahmedabad,8.2,72,7,41,182
SRH,KKR,Delhi,14.2,88,7,30,122
PBKS,CSK,Bangalore,3.7,35,10,45,133
MI,SRH,Kolkata,14.0,123,9,30,173
LSG,PBKS,Delhi,11.1,104,5,57,172
MI,GT,Ahmedabad,14.8,108,9,76,150
KKR,SRH,Kolkata,2.1,18,9,67,143
PBKS,MI,Jaipur,11.2,86,7,51,147
MI,GT,Chennai,6.7,44,10,46,172
DC,GT,Jaipur,12.4,75,7,62,136
RCB,CSK,Mumbai,13.5,128,6,60,191
RR,DC,Jaipur,14.2,114,8,63,153
MI,RR,Ahmedabad,3.9,35,3,77,175
DC,GT,Chennai,14.3,94,7,35,140
DC,CSK,Delhi,3.9,33,7,44,169
LSG,DC,Delhi,7.6,68,0,43,175
PBKS,CSK,Mumbai,4.5,31,3,79,150
KKR,MI,Mumbai,16.0,105,4,41,143
RR,KKR,Mumbai,12.4,93,8,37,158
PBKS,RCB,Mumbai,2.1,13,5,56,132
DC,MI,Bangalore,2.9,27,10,69,177
LSG,PBKS,Chennai,17.5,144,6,79,167
RCB,SRH,Chennai,2.6,18,1,79,126
PBKS,LSG,Kolkata,2.7,18,8,35,182
RR,GT,Bangalore,12.6,103,6,32,164
CSK,LSG,Kolkata,2.1,18,8,57,157
GT,CSK,Chennai,9.9,96,10,35,192
SRH,GT,Ahmedabad,17.5,117,0,68,141
CSK,GT,Jaipur,2.5,19,1,42,173
RCB,LSG,Chennai,12.5,98,10,31,150
SRH,PBKS,Mumbai,2.7,23,3,67,180
DC,GT,Jaipur,18.8,149,3,43,157
PBKS,SRH,Chennai,15.9,154,4,68,181
DC,MI,Delhi,16.6,130,10,51,156
MI,LSG,Kolkata,6.0,53,3,77,173
MI,DC,Delhi,3.4,20,9,46,151
SRH,RCB,Delhi,15.0,103,5,75,147
GT,MI,Mumbai,17.1,155,3,46,173
RR,DC,Delhi,8.5,64,2,44,172
SRH,CSK,Ahmedabad,14.3,139,0,71,179
GT,LSG,Kolkata,14.1,88,1,60,129
DC,MI,Hyderabad,11.6,100,10,59,159
SRH,PBKS,Jaipur,4.8,41,2,65,145
RCB,SRH,Ahmedabad,1.2,7,9,53,161
CSK,LSG,Chennai,12.7,96,0,54,165
CSK,SRH,Ahmedabad,4.1,27,7,46,142
GT,SRH,Kolkata,3.5,33,3,39,193
CSK,GT,Delhi,14.6,103,9,57,152
KKR,MI,Ahmedabad,7.2,64,3,78,141
DC,KKR,Jaipur,9.6,80,2,68,148
MI,GT,Kolkata,3.9,28,0,60,179
DC,RCB,Jaipur,14.0,98,5,39,134
GT,DC,Kolkata,6.7,48,7,58,176
LSG,MI,Kolkata,3.5,31,8,60,154
MI,PBKS,Mumbai,2.8,26,5,77,163
SRH,RCB,Delhi,12.3,115,10,72,167
CSK,DC,Kolkata,8.6,56,1,71,126
MI,SRH,Hyderabad,17.5,144,0,78,167
LSG,SRH,Hyderabad,19.0,132,10,50,138
DC,RCB,Hyderabad,10.7,89,6,31,159
LSG,CSK,Hyderabad,2.4,17,4,60,162
RR,LSG,Bangalore,9.7,70,7,62,148
RCB,GT,Chennai,15.4,124,6,64,163
MI,LSG,Bangalore,3.4,29,8,48,188
CSK,RR,Mumbai,2.6,19,9,46,184
GT,PBKS,Bangalore,17.3,119,3,56,145
DC,LSG,Chennai,9.4,93,10,63,193
PBKS,RR,Mumbai,4.9,43,4,51,165
RCB,SRH,Ahmedabad,5.0,32,7,48,174
KKR,DC,Jaipur,14.3,140,7,65,193
KKR,LSG,Ahmedabad,6.9,49,8,35,177
DC,MI,Ahmedabad,9.7,88,9,32,162
PBKS,RCB,Kolkata,18.3,129,2,59,142
KKR,SRH,Bangalore,6.8,63,3,52,191
MI,CSK,Bangalore,2.5,17,2,38,130
KKR,RCB,Chennai,15.9,145,8,48,176
SRH,KKR,Hyderabad,18.9,139,1,40,147
KKR,PBKS,Bangalore,18.8,183,1,42,192
GT,MI,Chennai,14.9,124,10,40,171
DC,LSG,Bangalore,8.2,63,5,61,177
DC,GT,Bangalore,8.5,65,0,36,165
KKR,PBKS,Kolkata,4.9,34,3,77,134
GT,DC,Mumbai,16.0,156,6,37,195
SRH,RR,Chennai,12.9,106,7,55,176
LSG,DC,Jaipur,4.8,38,2,60,129
DC,CSK,Delhi,7.0,64,8,70,193
SRH,PBKS,Bangalore,19.3,129,1,42,133
RR,PBKS,Mumbai,10.5,98,10,56,172
PBKS,MI,Mumbai,12.6,122,1,37,194
PBKS,CSK,Jaipur,3.1,30,10,53,143
RR,DC,Bangalore,7.1,53,10,35,149
SRH,RR,Kolkata,13.3,107,0,53,172
PBKS,GT,Bangalore,3.0,23,6,71,183
DC,RR,Kolkata,10.3,67,5,41,155
LSG,PBKS,Ahmedabad,14.4,99,10,37,147
CSK,MI,Hyderabad,18.7,142,3,70,151
SRH,GT,Delhi,7.9,70,10,63,183
RCB,RR,Bangalore,19.1,144,9,52,150
MI,GT,Jaipur,2.7,24,1,40,194
SRH,RR,Chennai,14.9,112,0,37,156
RR,KKR,Ahmedabad,8.2,60,6,41,135
PBKS,LSG,Kolkata,2.3,19,3,77,191
GT,RR,Hyderabad,14.3,104,7,69,153
MI,PBKS,Chennai,6.2,46,6,70,150
LSG,RR,Mumbai,18.9,119,8,43,126
KKR,SRH,Bangalore,10.1,82,2,49,180
RCB,RR,Bangalore,1.9,18,7,69,197
RCB,RR,Chennai,5.0,46,0,74,178
RR,LSG,Chennai,2.0,14,9,30,123
LSG,PBKS,Bangalore,13.8,135,1,54,182
KKR,SRH,Mumbai,18.2,177,4,63,191
PBKS,KKR,Chennai,7.7,48,4,66,132
RCB,GT,Mumbai,15.8,122,8,68,158
RCB,CSK,Chennai,1.6,11,4,75,146
RCB,PBKS,Bangalore,12.8,94,0,62,164
GT,CSK,Mumbai,9.6,95,7,65,168
GT,CSK,Jaipur,4.2,40,9,47,155
MI,PBKS,Bangalore,10.0,61,10,61,123
PBKS,KKR,Mumbai,18.0,141,10,50,154
CSK,LSG,Jaipur,13.6,82,8,48,121
PBKS,KKR,Chennai,18.3,152,8,63,164
GT,PBKS,Ahmedabad,13.8,97,7,53,144
CSK,DC,Jaipur,9.4,93,6,65,171
KKR,SRH,Chennai,5.0,46,9,66,174
KKR,GT,Mumbai,5.7,36,6,55,150
RCB,LSG,Chennai,5.2,51,9,54,148
MI,RR,Jaipur,15.9,99,3,53,130
KKR,RR,Ahmedabad,1.0,7,9,46,185
MI,DC,Mumbai,6.5,55,4,48,143
CSK,KKR,Mumbai,15.8,133,4,58,163
RR,KKR,Ahmedabad,7.9,66,9,30,185
SRH,RCB,Hyderabad,13.0,127,3,70,178
KKR,SRH,Kolkata,2.5,18,10,57,155
LSG,MI,Bangalore,1.6,9,7,52,144
KKR,MI,Chennai,5.5,37,0,70,160
MI,RCB,Chennai,5.6,40,5,35,148
GT,MI,Delhi,19.5,128,8,68,132
PBKS,RCB,Mumbai,7.2,62,10,67,170
MI,PBKS,Kolkata,14.3,105,2,62,146
GT,DC,Mumbai,10.5,82,4,66,163
DC,KKR,Jaipur,15.9,132,10,67,169
MI,GT,Hyderabad,14.3,94,0,31,139
RR,GT,Hyderabad,1.0,7,1,57,152
RR,KKR,Chennai,14.4,134,10,78,177
RR,PBKS,Bangalore,8.3,80,3,52,171
CSK,GT,Chennai,18.0,141,5,46,155
SRH,PBKS,Mumbai,16.2,110,7,31,137
PBKS,DC,Hyderabad,10.4,68,2,66,130
GT,RR,Chennai,11.9,86,5,31,136
KKR,RCB,Mumbai,16.8,143,0,63,172
LSG,MI,Kolkata,6.2,47,10,60,146
PBKS,KKR,Hyderabad,13.1,117,3,38,175
KKR,GT,Jaipur,10.5,75,9,46,134
CSK,SRH,Bangalore,17.0,137,3,43,158
PBKS,GT,Chennai,2.2,19,8,49,164
RCB,KKR,Hyderabad,10.2,80,3,65,164
KKR,MI,Delhi,16.3,153,9,71,184
CSK,DC,Delhi,8.5,65,1,65,176
PBKS,RR,Mumbai,17.2,114,6,62,140
CSK,PBKS,Ahmedabad,7.4,57,5,65,141
KKR,LSG,Ahmedabad,14.8,105,6,51,156
KKR,PBKS,Ahmedabad,11.2,83,8,73,157
KKR,GT,Jaipur,7.3,70,1,46,161
CSK,SRH,Chennai,17.7,133,3,73,152
SRH,CSK,Delhi,3.2,23,2,57,145
MI,CSK,Delhi,7.2,62,4,31,161
LSG,PBKS,Delhi,8.2,53,6,41,166
PBKS,DC,Mumbai,4.4,42,5,48,189
RCB,CSK,Bangalore,16.4,107,10,65,132
MI,LSG,Kolkata,2.9,25,10,79,161
KKR,SRH,Hyderabad,4.7,31,8,52,142
PBKS,MI,Kolkata,1.2,9,6,67,165
DC,KKR,Mumbai,15.5,105,3,45,148
SRH,KKR,Bangalore,8.2,71,9,76,159
KKR,GT,Chennai,15.2,96,5,65,129
PBKS,RR,Ahmedabad,15.5,121,10,50,162
KKR,PBKS,Chennai,4.7,45,10,42,140
SRH,RCB,Mumbai,2.2,17,0,70,142
PBKS,KKR,Bangalore,15.1,123,8,68,164
DC,MI,Chennai,14.7,115,6,38,161
LSG,SRH,Mumbai,18.4,116,5,39,127
LSG,GT,Jaipur,13.3,103,4,49,167
RCB,DC,Ahmedabad,10.2,91,8,55,167
LSG,RCB,Jaipur,19.8,195,10,40,196
SRH,RCB,Hyderabad,4.8,47,4,31,174
CSK,SRH,Mumbai,9.2,77,8,59,181
GT,LSG,Hyderabad,15.3,120,7,43,149
KKR,PBKS,Chennai,9.3,68,6,56,133
CSK,DC,Jaipur,6.1,49,2,65,173
DC,RR,Jaipur,6.8,57,0,39,152
SRH,GT,Mumbai,1.3,11,8,67,193
MI,DC,Mumbai,19.1,170,10,34,176
LSG,SRH,Mumbai,12.9,77,5,38,147
SRH,PBKS,Bangalore,2.1,14,0,48,191
SRH,LSG,Ahmedabad,17.1,142,10,70,162
CSK,DC,Bangalore,17.4,134,0,50,149
SRH,KKR,Hyderabad,7.9,48,1,60,133
KKR,RCB,Bangalore,3.3,30,10,39,190
GT,MI,Chennai,14.1,137,3,73,174
RR,RCB,Mumbai,6.9,62,1,43,192
LSG,DC,Kolkata,4.8,36,4,57,161
CSK,DC,Hyderabad,2.4,18,9,59,150
RR,SRH,Delhi,17.5,114,10,31,130
SRH,LSG,Ahmedabad,6.0,55,4,59,159
RCB,DC,Mumbai,18.6,127,2,33,136
GT,CSK,Mumbai,4.2,40,4,68,141
RR,SRH,Ahmedabad,13.3,96,8,37,136
MI,LSG,Mumbai,13.6,94,7,46,146
PBKS,GT,Mumbai,8.1,73,5,43,187
RR,PBKS,Jaipur,4.4,37,9,64,191
RR,CSK,Hyderabad,14.9,117,5,34,163
RR,PBKS,Delhi,11.1,69,9,50,146
PBKS,CSK,Hyderabad,1.5,12,0,60,176
GT,LSG,Bangalore,8.5,53,8,50,143
RR,KKR,Chennai,19.8,179,5,52,180
DC,PBKS,Bangalore,6.1,53,7,36,161
CSK,DC,Bangalore,11.4,80,0,42,137
GT,RR,Jaipur,10.2,64,0,73,134
KKR,DC,Mumbai,12.3,92,6,70,142
GT,CSK,Hyderabad,8.6,56,3,42,146
SRH,LSG,Mumbai,15.3,108,10,33,153
GT,KKR,Mumbai,4.3,42,4,60,158
PBKS,MI,Bangalore,1.2,11,9,61,174
SRH,KKR,Ahmedabad,14.3,104,10,75,149
SRH,MI,Mumbai,7.5,46,3,77,131
KKR,SRH,Ahmedabad,6.1,46,1,71,138
GT,KKR,Kolkata,4.3,37,8,31,161
RR,KKR,Ahmedabad,17.4,164,3,76,179
KKR,CSK,Mumbai,18.1,138,9,79,150
GT,DC,Kolkata,6.8,45,7,53,173
GT,DC,Delhi,15.9,138,8,31,173
MI,RR,Jaipur,7.6,47,0,76,165
GT,CSK,Kolkata,5.1,36,4,38,172
PBKS,RR,Ahmedabad,19.7,179,3,67,181
MI,SRH,Hyderabad,7.4,63,8,30,150
RR,CSK,Bangalore,19.9,192,1,59,192
LSG,KKR,Chennai,13.9,131,2,34,189
SRH,MI,Hyderabad,6.8,66,5,75,182
RCB,CSK,Jaipur,16.5,164,2,54,190
DC,LSG,Bangalore,5.5,37,4,53,160
SRH,KKR,Mumbai,10.1,90,0,45,175
DC,CSK,Kolkata,10.8,107,2,76,187
CSK,MI,Mumbai,4.3,27,1,65,146
GT,MI,Ahmedabad,7.1,69,7,64,188
KKR,RCB,Hyderabad,17.6,121,3,31,135
MI,DC,Ahmedabad,17.3,139,6,77,164
SRH,CSK,Mumbai,17.4,106,0,62,129
SRH,PBKS,Bangalore,2.1,15,9,40,174
LSG,MI,Kolkata,10.2,75,6,78,168
RR,KKR,Ahmedabad,8.1,69,1,57,181
RCB,PBKS,Chennai,17.4,151,6,55,170
MI,RR,Jaipur,3.0,19,10,54,163
DC,RCB,Chennai,8.4,76,1,56,180
CSK,PBKS,Bangalore,14.8,133,9,49,171
SRH,MI,Ahmedabad,9.4,68,2,69,149
KKR,CSK,Delhi,11.3,101,0,35,162
PBKS,RR,Hyderabad,9.8,88,0,48,170
DC,PBKS,Ahmedabad,8.9,84,5,68,151
LSG,DC,Bangalore,5.1,36,5,78,175
SRH,KKR,Chennai,1.5,14,6,63,134
RCB,LSG,Chennai,11.1,79,7,51,133
CSK,KKR,Bangalore,5.7,51,9,33,179
CSK,SRH,Mumbai,13.6,103,3,37,156
DC,RR,Ahmedabad,4.9,44,6,43,179
RR,MI,Mumbai,12.8,113,3,31,178
PBKS,RR,Chennai,10.6,67,2,58,155
RCB,KKR,Jaipur,7.6,70,10,45,187
DC,CSK,Hyderabad,4.9,45,8,40,186
MI,CSK,Chennai,7.1,66,1,44,148
DC,PBKS,Chennai,6.5,59,8,67,188
RCB,LSG,Mumbai,9.3,71,0,67,156
SRH,LSG,Ahmedabad,16.3,158,7,30,184
RCB,DC,Mumbai,8.4,72,10,38,167
DC,RR,Chennai,6.7,61,10,31,190
PBKS,DC,Delhi,5.5,39,7,51,169
GT,RR,Jaipur,11.2,73,0,31,138
SRH,GT,Kolkata,5.4,50,6,33,140
RCB,SRH,Bangalore,13.7,91,5,50,147
DC,MI,Chennai,12.9,110,7,51,178
PBKS,LSG,Ahmedabad,4.9,45,3,76,180
CSK,LSG,Mumbai,12.4,80,1,72,146
DC,LSG,Kolkata,9.7,60,4,70,132
PBKS,DC,Hyderabad,15.2,93,0,62,139
KKR,RCB,Delhi,11.4,78,0,67,138
RR,DC,Ahmedabad,5.0,33,2,67,175
SRH,LSG,Delhi,15.9,118,2,71,148
RCB,SRH,Mumbai,8.9,82,1,74,189
PBKS,LSG,Hyderabad,16.5,133,6,32,158
CSK,GT,Kolkata,6.6,45,8,60,143
GT,PBKS,Kolkata,4.6,42,7,63,159
SRH,CSK,Chennai,4.7,34,4,51,172
LSG,GT,Hyderabad,12.3,105,3,70,171
GT,LSG,Jaipur,4.8,41,0,66,192
RCB,PBKS,Jaipur,1.8,15,8,30,179
DC,CSK,Ahmedabad,1.9,12,1,39,174
PBKS,KKR,Jaipur,8.1,57,9,51,165
RCB,CSK,Chennai,13.3,88,4,70,138
MI,PBKS,Mumbai,5.1,36,0,56,168
KKR,PBKS,Hyderabad,13.5,87,10,67,147
LSG,RCB,Jaipur,11.0,73,7,52,138
RCB,DC,Ahmedabad,3.5,33,4,52,160
KKR,RCB,Kolkata,13.3,107,3,57,151
PBKS,DC,Kolkata,2.3,20,9,55,165
MI,RR,Delhi,2.4,20,9,49,178
RR,SRH,Chennai,14.7,99,7,31,144
CSK,LSG,Delhi,5.7,41,0,69,151
RCB,PBKS,Hyderabad,7.5,69,4,79,158
DC,KKR,Ahmedabad,19.7,144,5,57,146
RR,SRH,Mumbai,1.3,11,2,41,146
LSG,PBKS,Jaipur,18.0,169,7,31,187
CSK,SRH,Mumbai,10.6,63,10,36,151
GT,MI,Mumbai,5.8,42,3,38,152
KKR,RCB,Ahmedabad,2.6,18,5,76,128
KKR,CSK,Chennai,6.2,56,3,77,142
DC,MI,Delhi,3.1,19,7,61,129
RR,KKR,Hyderabad,10.9,92,0,75,153
RR,DC,Ahmedabad,17.2,163,0,57,183
PBKS,GT,Chennai,5.8,35,4,62,148
GT,CSK,Hyderabad,12.0,108,4,58,178
RCB,PBKS,Mumbai,6.6,45,2,78,160
PBKS,GT,Hyderabad,6.8,44,3,50,128
KKR,PBKS,Hyderabad,8.4,64,4,46,155
RR,PBKS,Ahmedabad,2.6,23,4,78,129
RR,DC,Kolkata,18.8,173,10,34,181
SRH,KKR,Chennai,16.7,161,4,60,183
RCB,GT,Jaipur,3.0,29,4,71,174
KKR,RR,Delhi,4.4,35,8,36,160
LSG,RR,Ahmedabad,8.4,83,10,76,175
MI,DC,Bangalore,5.4,37,10,59,137
PBKS,RR,Jaipur,17.5,148,6,75,168
GT,KKR,Chennai,8.8,74,1,49,177
RCB,KKR,Hyderabad,17.8,123,2,50,138
DC,KKR,Mumbai,10.5,63,1,34,154
LSG,PBKS,Mumbai,14.7,144,1,61,184
SRH,RCB,Chennai,12.5,104,4,66,159
KKR,GT,Mumbai,11.4,71,1,37,140
SRH,RCB,Bangalore,17.0,120,1,52,149
PBKS,SRH,Chennai,2.6,16,6,54,121
SRH,KKR,Kolkata,8.0,56,6,35,136
PBKS,RR,Hyderabad,1.8,16,0,36,165
RCB,KKR,Chennai,1.0,8,5,66,176
RR,SRH,Ahmedabad,19.1,117,6,55,122
LSG,GT,Kolkata,15.7,121,2,32,147
RCB,MI,Mumbai,10.3,94,8,34,170
RR,DC,Chennai,3.3,23,5,41,189
LSG,PBKS,Hyderabad,13.0,86,6,35,134
RCB,SRH,Jaipur,4.2,35,7,71,186
CSK,KKR,Delhi,7.0,46,0,35,171
PBKS,MI,Mumbai,7.5,52,1,36,156
LSG,RCB,Bangalore,11.9,110,8,48,159
PBKS,CSK,Delhi,6.2,41,10,73,173
RCB,KKR,Delhi,19.6,189,5,30,192
RR,LSG,Ahmedabad,5.6,48,5,31,148
KKR,RR,Kolkata,4.5,28,9,33,146
DC,PBKS,Bangalore,4.0,35,4,60,169
RR,SRH,Mumbai,8.8,75,1,54,164
RCB,KKR,Chennai,9.6,63,7,72,164
RCB,GT,Ahmedabad,17.7,136,3,66,158
PBKS,LSG,Bangalore,17.8,161,5,59,177
GT,CSK,Delhi,9.7,76,5,39,139
GT,CSK,Ahmedabad,16.0,119,6,63,145
GT,DC,Jaipur,15.2,107,0,51,147
RCB,MI,Ahmedabad,10.0,75,4,39,156
RCB,CSK,Hyderabad,19.7,140,1,73,142
KKR,SRH,Ahmedabad,15.5,95,2,44,133
RR,MI,Delhi,11.3,81,4,40,150
KKR,LSG,Bangalore,18.0,142,7,34,160
DC,GT,Jaipur,7.8,56,3,65,171
LSG,DC,Chennai,15.9,155,10,59,185
GT,RR,Hyderabad,14.4,143,5,44,192
LSG,GT,Chennai,11.6,81,6,76,133
RR,CSK,Mumbai,4.3,33,5,37,170
SRH,MI,Bangalore,4.9,45,5,55,164
MI,RCB,Bangalore,12.3,119,1,31,195
CSK,DC,Ahmedabad,6.5,61,7,47,162
RR,DC,Delhi,12.6,97,3,31,169
LSG,CSK,Bangalore,11.8,84,5,71,161
RCB,GT,Ahmedabad,19.0,127,10,42,133
DC,CSK,Ahmedabad,6.5,63,9,71,189
MI,RR,Jaipur,1.6,15,6,53,180
RCB,SRH,Mumbai,11.6,108,0,59,163
CSK,RCB,Hyderabad,17.5,140,3,36,157
PBKS,KKR,Mumbai,15.2,109,2,63,156
KKR,GT,Delhi,1.0,8,4,56,175
DC,LSG,Jaipur,14.3,109,5,56,160
MI,PBKS,Hyderabad,10.6,73,0,60,144
KKR,SRH,Jaipur,13.5,99,9,44,158
RCB,KKR,Hyderabad,9.7,92,0,60,190
RR,LSG,Kolkata,8.1,52,4,69,164
SRH,MI,Jaipur,4.0,37,2,40,157
LSG,CSK,Mumbai,8.6,67,0,57,174
SRH,CSK,Mumbai,1.6,10,3,32,157
CSK,PBKS,Mumbai,11.8,101,8,72,170
GT,CSK,Jaipur,5.3,41,9,45,179
PBKS,GT,Jaipur,18.9,157,1,35,165
KKR,RR,Ahmedabad,11.7,102,10,63,169
LSG,DC,Kolkata,15.5,151,3,74,192
CSK,RCB,Hyderabad,9.7,70,4,30,150
LSG,CSK,Ahmedabad,19.5,186,0,68,190
GT,PBKS,Kolkata,11.9,110,1,57,185
MI,DC,Ahmedabad,4.5,39,4,45,182
PBKS,KKR,Kolkata,19.9,189,6,42,189
DC,CSK,Bangalore,3.5,24,2,57,154
GT,MI,Bangalore,3.1,29,2,53,162
CSK,RCB,Hyderabad,12.0,113,4,35,189
CSK,GT,Bangalore,1.2,9,0,68,124
MI,SRH,Bangalore,9.1,59,7,50,134
MI,LSG,Bangalore,4.3,36,3,46,190
MI,PBKS,Mumbai,13.5,133,5,37,178
RR,MI,Delhi,10.4,67,1,45,159
MI,DC,Delhi,3.2,20,7,38,133
LSG,CSK,Chennai,5.4,39,9,56,131
GT,KKR,Hyderabad,12.0,101,3,49,153
KKR,GT,Chennai,14.9,105,5,47,153
CSK,RCB,Jaipur,16.2,130,0,57,161
MI,LSG,Chennai,2.9,28,4,39,161
MI,LSG,Jaipur,13.2,96,3,59,159
PBKS,SRH,Mumbai,7.5,45,4,60,156
DC,KKR,Mumbai,17.6,164,8,70,182
PBKS,DC,Ahmedabad,16.6,123,10,58,143
LSG,DC,Kolkata,9.4,93,4,61,172
GT,DC,Delhi,19.1,176,0,58,184
PBKS,GT,Kolkata,3.1,22,9,76,141
MI,SRH,Jaipur,18.5,158,2,33,171
LSG,MI,Hyderabad,9.5,83,0,48,171
LSG,KKR,Ahmedabad,7.6,52,4,65,168
PBKS,KKR,Chennai,8.9,85,3,39,156
PBKS,RCB,Chennai,11.4,106,7,68,182
CSK,DC,Kolkata,7.6,59,1,69,165
GT,RR,Hyderabad,9.9,75,1,65,161
MI,PBKS,Bangalore,12.1,110,9,79,183
KKR,CSK,Mumbai,2.7,24,7,68,139
GT,LSG,Hyderabad,1.4,12,8,77,176
DC,CSK,Ahmedabad,9.1,84,5,64,166
RCB,GT,Bangalore,11.9,89,10,45,165
PBKS,KKR,Mumbai,4.2,26,8,62,130
GT,LSG,Kolkata,18.8,177,6,76,184
KKR,MI,Ahmedabad,15.0,104,3,48,139
LSG,SRH,Ahmedabad,16.3,135,3,77,171
LSG,RR,Delhi,15.0,117,9,71,154
PBKS,RR,Mumbai,5.5,42,9,78,152
SRH,PBKS,Hyderabad,3.5,29,4,43,154
SRH,DC,Chennai,16.9,102,3,64,127
CSK,RCB,Jaipur,8.4,82,9,57,159
DC,RCB,Delhi,8.0,55,4,67,149
RCB,KKR,Bangalore,9.5,93,7,48,162
CSK,LSG,Mumbai,7.4,73,10,39,174
CSK,SRH,Ahmedabad,11.1,102,8,42,178
CSK,GT,Bangalore,16.3,104,8,68,138
MI,SRH,Jaipur,14.6,100,4,61,146
RCB,GT,Delhi,14.9,109,7,78,153
RCB,MI,Hyderabad,19.3,166,10,30,172
RCB,RR,Jaipur,9.4,64,8,65,142
MI,SRH,Delhi,14.1,123,3,54,181
GT,SRH,Kolkata,18.3,154,0,61,169
RR,LSG,Hyderabad,1.5,14,9,32,162
DC,RR,Chennai,19.4,140,10,68,145
KKR,RCB,Hyderabad,1.3,12,3,60,197
SRH,MI,Delhi,9.3,62,6,60,154
MI,PBKS,Jaipur,1.8,14,7,59,137
RR,GT,Jaipur,9.8,59,2,46,140
PBKS,RCB,Hyderabad,14.6,106,1,63,140
CSK,PBKS,Kolkata,13.3,101,10,57,162
CSK,MI,Kolkata,9.7,75,10,38,145
RCB,PBKS,Hyderabad,17.9,144,5,79,158
MI,DC,Ahmedabad,14.4,87,8,75,142
LSG,SRH,Mumbai,7.9,65,8,47,156
RR,SRH,Jaipur,10.6,92,2,55,160
RR,DC,Bangalore,7.3,66,1,65,146
PBKS,CSK,Hyderabad,15.9,117,4,36,152
RCB,RR,Bangalore,14.3,87,2,44,133
LSG,MI,Chennai,4.9,40,0,72,169
CSK,LSG,Delhi,19.7,147,0,64,148
CSK,RR,Bangalore,15.7,149,9,53,183
DC,CSK,Hyderabad,13.5,127,0,63,173
SRH,KKR,Hyderabad,13.2,111,10,35,175
RR,DC,Chennai,11.8,74,5,73,132
SRH,MI,Hyderabad,19.2,171,7,40,177
GT,CSK,Kolkata,8.6,60,2,51,167
KKR,DC,Jaipur,18.2,170,2,53,183
